Unnamed: 0,Word,POS,Pos_meaning
130.0,असा,JJ,Adjective (विशेषण)
131.0,शोध,N_NN,Noun (संज्ञा)
132.0,लागला,V_VM,Verb Main (मुख्य क्रिया)
133.0,आहे,V_VAUX,Verb Auxiliary (सहायक क्रिया)
134.0,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
135.0,आर्यांचा,N_NN,Noun (संज्ञा)
136.0,अतिशय,RP_INTF,Interrogative Particle (प्रश्नवाचक अव्यय)
137.0,प्राचीन,JJ,Adjective (विशेषण)
138.0,ग्रंथ,N_NN,Noun (संज्ञा)
139.0,जो,PR_PRL,Relative Pronoun (संबंधी सर्वनाम)
140.0,ऋग्वेद,N-NNP,Proper Noun (योग्य संज्ञा)
141.0,त्यांत,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
142.0,कृषिविषयक,N_NN,Noun (संज्ञा)
143.0,पुष्कळ,QT_QTF,Quantifier (परिमाणवाचक संख्यावाचक)
144.0,उल्लेख,N_NN,Noun (संज्ञा)
145.0,सांपडतात,V_VM,Verb Main (मुख्य क्रिया)
146.0,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
147.0,हे,DM_DMR,Demonstrative Pronoun (दर्शक सर्वनाम)
148.0,द्यूतक्रीडा,N_NN,Noun (संज्ञा)
149.0,करणारे,V_VM,Verb Main (मुख्य क्रिया)
150.0,जन,N_NN,Noun (संज्ञा)
151.0,हो,V_VM,Verb Main (मुख्य क्रिया)
152.0,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
153.0,माझ्या,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
154.0,बोलण्यावर,V_VM,Verb Main (मुख्य क्रिया)
155.0,विश्वास,N_NN,Noun (संज्ञा)
156.0,ठेवा,V_VM,Verb Main (मुख्य क्रिया)
157.0,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
158.0,तुम्ही,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
159.0,द्यूतक्रीडा,N_NN,Noun (संज्ञा)
160.0,करणें,V_VM,Verb Main (मुख्य क्रिया)
161.0,सोडून,V_VM,Verb Main (मुख्य क्रिया)
162.0,द्या,V_VAUX,Verb Auxiliary (सहायक क्रिया)
163.0,आणि,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
164.0,उत्तम,JJ,Adjective (विशेषण)
165.0,प्रकारची,N_NN,Noun (संज्ञा)
166.0,शेती,N_NN,Noun (संज्ञा)
167.0,करून,V_VM,Verb Main (मुख्य क्रिया)
168.0,त्यापासून,DM_DMD,Demonstrative Determiner (दर्शक निर्धारक)
169.0,प्राप्‍त,N_NN,Noun (संज्ञा)
170.0,होणार्‍या,V_VM,Verb Main (मुख्य क्रिया)
171.0,धान्य,N_NN,Noun (संज्ञा)
172.0,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
173.0,गाई,N_NN,Noun (संज्ञा)
174.0,इत्यादि,JJ,Adjective (विशेषण)
175.0,संपत्तीचा,N_NN,Noun (संज्ञा)
176.0,उपभोग,N_NN,Noun (संज्ञा)
177.0,घ्या,V_VM,Verb Main (मुख्य क्रिया)
178.0,त्या,DM_DMD,Demonstrative Determiner (दर्शक निर्धारक)
179.0,संपत्तींत,N_NN,Noun (संज्ञा)
180.0,रममाण,N_NN,Noun (संज्ञा)
181.0,व्हा,V_VM,Verb Main (मुख्य क्रिया)
182.0,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
183.0,त्याच,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
184.0,व्यवसायामध्यें,N_NN,Noun (संज्ञा)
185.0,गवादि,N_NN,Noun (संज्ञा)
186.0,संपत्ति,N_NN,Noun (संज्ञा)
187.0,आणि,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
188.0,भार्यापुत्रादि,N_NN,Noun (संज्ञा)
189.0,गृहसौख्य,N_NN,Noun (संज्ञा)
190.0,प्राप्‍त,N_NN,Noun (संज्ञा)
191.0,होतें,V_VM,Verb Main (मुख्य क्रिया)
192.0,असें,JJ,Adjective (विशेषण)
193.0,सर्व,QT_QTF,Quantifier (परिमाणवाचक संख्यावाचक)
194.0,जगत्प्रेरक,N_NN,Noun (संज्ञा)
195.0,अशा,JJ,Adjective (विशेषण)
196.0,भगवान्,N_NN,Noun (संज्ञा)
197.0,सवित्यानें,N_NN,Noun (संज्ञा)
198.0,मला,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
199.0,सांगितलें,V_VM,Verb Main (मुख्य क्रिया)
200.0,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
201.0,हे,DM_DMR,Demonstrative Pronoun (दर्शक सर्वनाम)
202.0,नांगरास,N_NN,Noun (संज्ञा)
203.0,जोडलेले,V_VM,Verb Main (मुख्य क्रिया)
204.0,बैल,N_NN,Noun (संज्ञा)
205.0,नांगर,N_NN,Noun (संज्ञा)
206.0,उत्तम,JJ,Adjective (विशेषण)
207.0,रीतीनें,N_NN,Noun (संज्ञा)
208.0,ओढोत,V_VM,Verb Main (मुख्य क्रिया)
209.0,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
210.0,त्याचप्रमाणें,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
211.0,नांगर,N_NN,Noun (संज्ञा)
212.0,हातांत,N_NN,Noun (संज्ञा)
213.0,धरणारे,V_VM,Verb Main (मुख्य क्रिया)
214.0,शेतकरी,N_NN,Noun (संज्ञा)
215.0,आणि,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
216.0,नांगर,N_NN,Noun (संज्ञा)
217.0,हे,DM_DMR,Demonstrative Pronoun (दर्शक सर्वनाम)
218.0,जमीन,N_NN,Noun (संज्ञा)
219.0,नांगरण्याचें,V_VM,Verb Main (मुख्य क्रिया)
220.0,कार्य,N_NN,Noun (संज्ञा)
221.0,आनंदानें,N_NN,Noun (संज्ञा)
222.0,करोत,V_VM,Verb Main (मुख्य क्रिया)
223.0,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
224.0,बैलांच्या,N_NN,Noun (संज्ञा)
225.0,गळ्यास,N_NN,Noun (संज्ञा)
226.0,बांधावयाच्या,V_VM,Verb Main (मुख्य क्रिया)
227.0,दोर्‍या,N_NN,Noun (संज्ञा)
228.0,त्रासदायक,JJ,Adjective (विशेषण)
229.0,न,RP_NEG,Negative Particle (नकारार्थी अव्यय)
230.0,होतील,V_VM,Verb Main (मुख्य क्रिया)
231.0,अशा,JJ,Adjective (विशेषण)
232.0,रीतीनें,N_NN,Noun (संज्ञा)
233.0,बांधल्या,V_VM,Verb Main (मुख्य क्रिया)
234.0,जावोत,V_VAUX,Verb Auxiliary (सहायक क्रिया)
235.0,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
236.0,हे,DM_DMR,Demonstrative Pronoun (दर्शक सर्वनाम)
237.0,आमचे,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
238.0,नांगराचे,N_NN,Noun (संज्ञा)
239.0,फाळ,N_NN,Noun (संज्ञा)
240.0,जमीन,N_NN,Noun (संज्ञा)
241.0,उत्तमप्रकारें,N_NN,Noun (संज्ञा)
242.0,नांगरोत,V_VM,Verb Main (मुख्य क्रिया)
243.0,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
244.0,त्याचप्रमाणें,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
245.0,नांगर,N_NN,Noun (संज्ञा)
246.0,ओढणार्‍या,V_VM,Verb Main (मुख्य क्रिया)
247.0,बैलांनां,N_NN,Noun (संज्ञा)
248.0,शेतकरी,N_NN,Noun (संज्ञा)
249.0,आनंदानें,N_NN,Noun (संज्ञा)
250.0,हाकोत,V_VM,Verb Main (मुख्य क्रिया)
251.0,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
252.0,शेतीला,N_NN,Noun (संज्ञा)
253.0,उपयुक्त,JJ,Adjective (विशेषण)
254.0,अशा,JJ,Adjective (विशेषण)
255.0,प्रकारची,N_NN,Noun (संज्ञा)
256.0,सुखकर,JJ,Adjective (विशेषण)
257.0,पर्जन्यवृष्टि,N_NN,Noun (संज्ञा)
258.0,होवो,V_VM,Verb Main (मुख्य क्रिया)
259.0,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
260.0,शुनासीरदेवता,N-NNP,Proper Noun (योग्य संज्ञा)
261.0,आम्हास,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
262.0,सुख,N_NN,Noun (संज्ञा)
263.0,प्राप्‍त,N_NN,Noun (संज्ञा)
264.0,करून,V_VM,Verb Main (मुख्य क्रिया)
265.0,देवोत,V_VAUX,Verb Auxiliary (सहायक क्रिया)
266.0,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
267.0,वैदिक,JJ,Adjective (विशेषण)
268.0,कालानंतर,N_NN,Noun (संज्ञा)
269.0,तयार,JJ,Adjective (विशेषण)
270.0,झालेलें,V_VM,Verb Main (मुख्य क्रिया)
271.0,कौटिल्याचें,N-NNP,Proper Noun (योग्य संज्ञा)
272.0,अर्थशास्त्र,N_NN,Noun (संज्ञा)
273.0,या,DM_DMR,Demonstrative Pronoun (दर्शक सर्वनाम)
274.0,ग्रंथांत,N_NN,Noun (संज्ञा)
275.0,शेतकीसंबंधानें,N_NN,Noun (संज्ञा)
276.0,उल्लेख,N_NN,Noun (संज्ञा)
277.0,असून,V_VM,Verb Main (मुख्य क्रिया)
278.0,त्या,DM_DMD,Demonstrative Determiner (दर्शक निर्धारक)
279.0,खात्यावर,N_NN,Noun (संज्ञा)
280.0,निरनिराळे,JJ,Adjective (विशेषण)
281.0,अधिकारी,N_NN,Noun (संज्ञा)
282.0,असत,V_VM,Verb Main (मुख्य क्रिया)
283.0,असें,JJ,Adjective (विशेषण)
284.0,वर्णन,N_NN,Noun (संज्ञा)
285.0,आहे,V_VM,Verb Main (मुख्य क्रिया)
286.0,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
287.0,महाभारतांतील,N_NN,Noun (संज्ञा)
288.0,सभापर्वांत,N_NN,Noun (संज्ञा)
289.0,नारदांनीं,N_NN,Noun (संज्ञा)
290.0,युधिष्ठिरास,N_NN,Noun (संज्ञा)
291.0,केलेल्या,V_VM,Verb Main (मुख्य क्रिया)
292.0,प्रश्नांत,N_NN,Noun (संज्ञा)
293.0,शेतकीसंबंधानें,N_NN,Noun (संज्ञा)
294.0,राजाचें,N_NN,Noun (संज्ञा)
295.0,कर्तव्य,N_NN,Noun (संज्ञा)
296.0,उत्तम,JJ,Adjective (विशेषण)
297.0,रीतीनें,N_NN,Noun (संज्ञा)
298.0,वर्णिलें,V_VM,Verb Main (मुख्य क्रिया)
299.0,आहे,V_VAUX,Verb Auxiliary (सहायक क्रिया)
300.0,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
301.0,हे,DM_DMR,Demonstrative Pronoun (दर्शक सर्वनाम)
302.0,राजा,N_NN,Noun (संज्ञा)
303.0,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
304.0,तुझ्या,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
305.0,राज्यांतील,N_NN,Noun (संज्ञा)
306.0,शेतकरी,N_NN,Noun (संज्ञा)
307.0,संतुष्ट,N_NN,Noun (संज्ञा)
308.0,आहेत,V_VM,Verb Main (मुख्य क्रिया)
309.0,ना,RP_NEG,Negative Particle (नकारार्थी अव्यय)
310.0,तसेंच,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
311.0,तुझ्या,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
312.0,राज्यांत,N_NN,Noun (संज्ञा)
313.0,तलाव,N_NN,Noun (संज्ञा)
314.0,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
315.0,विहिरी,N_NN,Noun (संज्ञा)
316.0,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
317.0,कालवे,N_NN,Noun (संज्ञा)
318.0,परिपूर्ण,JJ,Adjective (विशेषण)
319.0,असून,V_VM,Verb Main (मुख्य क्रिया)
320.0,त्यांचें,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
321.0,पाणी,N_NN,Noun (संज्ञा)
322.0,शेतीला,N_NN,Noun (संज्ञा)
323.0,विभागलें,JJ,Adjective (विशेषण)
324.0,गेल्यामुळें,V_VM,Verb Main (मुख्य क्रिया)
325.0,केवळ,JJ,Adjective (विशेषण)
326.0,नैसर्गिक,JJ,Adjective (विशेषण)
327.0,पावसावरच,N_NN,Noun (संज्ञा)
328.0,शेतें,N_NN,Noun (संज्ञा)
329.0,अवलंबून,V_VM,Verb Main (मुख्य क्रिया)
330.0,नाहींत,V_VAUX,Verb Auxiliary (सहायक क्रिया)
331.0,ना,RP_NEG,Negative Particle (नकारार्थी अव्यय)
332.0,?,N_NN,Noun (संज्ञा)
333.0,शेतकी,N_NN,Noun (संज्ञा)
334.0,या,DM_DMR,Demonstrative Pronoun (दर्शक सर्वनाम)
335.0,शब्दाचा,N_NN,Noun (संज्ञा)
336.0,अर्थ,N_NN,Noun (संज्ञा)
337.0,जमीनीची,N_NN,Noun (संज्ञा)
338.0,मशागत,N_NN,Noun (संज्ञा)
339.0,करून,V_VM,Verb Main (मुख्य क्रिया)
340.0,तींत,DM_DMR,Demonstrative Pronoun (दर्शक सर्वनाम)
341.0,पीक,N_NN,Noun (संज्ञा)
342.0,काढणें,V_VM,Verb Main (मुख्य क्रिया)
343.0,असा,JJ,Adjective (विशेषण)
344.0,केला,V_VM,Verb Main (मुख्य क्रिया)
345.0,जातो,V_VAUX,Verb Auxiliary (सहायक क्रिया)
346.0,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
347.0,परंतु,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
348.0,या,DM_DMR,Demonstrative Pronoun (दर्शक सर्वनाम)
349.0,शब्दाची,N_NN,Noun (संज्ञा)
350.0,अर्थमर्यादा,N_NN,Noun (संज्ञा)
351.0,इतकी,QT_QTF,Quantifier (परिमाणवाचक संख्यावाचक)
352.0,आकुंचित,JJ,Adjective (विशेषण)
353.0,नसून,V_VM,Verb Main (मुख्य क्रिया)
354.0,पाश्चात्य,JJ,Adjective (विशेषण)
355.0,देशांत,N_NN,Noun (संज्ञा)
356.0,ती,DM_DMR,Demonstrative Pronoun (दर्शक सर्वनाम)
357.0,बरीच,QT_QTF,Quantifier (परिमाणवाचक संख्यावाचक)
358.0,विस्तृत,JJ,Adjective (विशेषण)
359.0,आहे,V_VM,Verb Main (मुख्य क्रिया)
360.0,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
361.0,जीं,PR_PRL,Relative Pronoun (संबंधी सर्वनाम)
362.0,धान्यें,N_NN,Noun (संज्ञा)
363.0,व,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
364.0,फलें,N_NN,Noun (संज्ञा)
365.0,आपण,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
366.0,खातों,V_VM,Verb Main (मुख्य क्रिया)
367.0,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
368.0,जीं,PR_PRL,Relative Pronoun (संबंधी सर्वनाम)
369.0,वस्त्रें,N_NN,Noun (संज्ञा)
370.0,प्रावरणें,V_VM,Verb Main (मुख्य क्रिया)
371.0,आपण,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
372.0,वांपरतों,V_VM,Verb Main (मुख्य क्रिया)
373.0,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
374.0,जे,PR_PRL,Relative Pronoun (संबंधी सर्वनाम)
375.0,रंग,N_NN,Noun (संज्ञा)
376.0,आपण,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
377.0,उपयोगांत,N_NN,Noun (संज्ञा)
378.0,आणतों,V_VM,Verb Main (मुख्य क्रिया)
379.0,अशा,JJ,Adjective (विशेषण)
380.0,अनेक,QT_QTF,Quantifier (परिमाणवाचक संख्यावाचक)
381.0,गोष्टी,N_NN,Noun (संज्ञा)
382.0,मनुष्यप्राण्यास,N_NN,Noun (संज्ञा)
383.0,उपयोगाच्या,N_NN,Noun (संज्ञा)
384.0,आहेत,V_VM,Verb Main (मुख्य क्रिया)
385.0,त्या,DM_DMD,Demonstrative Determiner (दर्शक निर्धारक)
386.0,सर्व,QT_QTF,Quantifier (परिमाणवाचक संख्यावाचक)
387.0,आपणांस,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
388.0,वनस्पती,N_NN,Noun (संज्ञा)
389.0,व,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
390.0,प्राणी,N_NN,Noun (संज्ञा)
391.0,यांपासून,DM_DMD,Demonstrative Determiner (दर्शक निर्धारक)
392.0,मिळतात,V_VM,Verb Main (मुख्य क्रिया)
393.0,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
394.0,ज्वारी,N_NN,Noun (संज्ञा)
395.0,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
396.0,भात,N_NN,Noun (संज्ञा)
397.0,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
398.0,गहूं,N_NN,Noun (संज्ञा)
399.0,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
400.0,कापूस,N_NN,Noun (संज्ञा)
401.0,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
402.0,नीळ,N_NN,Noun (संज्ञा)
403.0,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
404.0,साखर,N_NN,Noun (संज्ञा)
405.0,हीं,DM_DMR,Demonstrative Pronoun (दर्शक सर्वनाम)
406.0,जमीनीची,N_NN,Noun (संज्ञा)
407.0,लागवड,N_NN,Noun (संज्ञा)
408.0,केल्यानें,V_VM,Verb Main (मुख्य क्रिया)
409.0,तयार,JJ,Adjective (विशेषण)
410.0,होतात,V_VM,Verb Main (मुख्य क्रिया)
411.0,व,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
412.0,दूधदुभतें,N_NN,Noun (संज्ञा)
413.0,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
414.0,लोणी,N_NN,Noun (संज्ञा)
415.0,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
416.0,रेशीम,N_NN,Noun (संज्ञा)
417.0,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
418.0,लोंकर,N_NN,Noun (संज्ञा)
419.0,व,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
420.0,चामडीं,N_NN,Noun (संज्ञा)
421.0,हीं,DM_DMD,Demonstrative Determiner (दर्शक निर्धारक)
422.0,प्राण्यांपासून,N_NN,Noun (संज्ञा)
423.0,पैदा,N_NN,Noun (संज्ञा)
424.0,होतात,V_VM,Verb Main (मुख्य क्रिया)
425.0,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
426.0,म्हणून,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
427.0,शेतीकरितां,N_NN,Noun (संज्ञा)
428.0,व,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
429.0,दुधासाठीं,N_NN,Noun (संज्ञा)
430.0,गुरे,N_NN,Noun (संज्ञा)
431.0,बाळगणें,V_VM,Verb Main (मुख्य क्रिया)
